mapblklot,analysis_neighborhood,Historic,in_historic_district
5712018,Bernal Heights,0,0
5611022,Bernal Heights,0,0
6083010,Excelsior,0,0
3589145,Mission,0,0
6449013,Excelsior,0,0
6783001K,Outer Mission,0,0
4171004,Potrero Hill,1,1
4043014,Potrero Hill,1,1
3525012,South of Market,1,1
6200018,Visitacion Valley,0,0
6477016,Excelsior,0,0
5335C001E,Bayview Hunters Point,0,0
0710027,Western Addition,0,0
0754028,Western Addition,0,0
3725019,South of Market,0,0
3607056B,Mission,0,0
3615031C,Mission,0,0
6481009,Excelsior,0,0
6319019,Visitacion Valley,0,0
3513196,Mission,1,1
0275A001,Nob Hill,0,0
3987051,Potrero Hill,0,0
7381056,Lakeshore,0,0
3732153,South of Market,0,0
4914036,Bayview Hunters Point,0,0
5387015B,Bayview Hunters Point,0,0
3547261,Mission,0,0
0151057,Nob Hill,0,0
0311008,Financial District/South Beach,0,0
0785061,Hayes Valley,0,0
4100084,Potrero Hill,0,0
5611052,Bernal Heights,0,0
4028009,Potrero Hill,0,0
3597115,Mission,1,1
7064007B,Outer Mission,0,0
5613009,Bernal Heights,0,0
3730199,South of Market,1,1
6489007A,Excelsior,0,0
5384D013,Bayview Hunters Point,0,0
0687020,Japantown,0,0
4762010B,Bayview Hunters Point,0,0
3518119,South of Market,1,1
7381137,Lakeshore,0,0
0296015,Nob Hill,1,1
7166009,Outer Mission,0,0
6491001G,Excelsior,0,0
5542034,Bernal Heights,0,0
7069014,Oceanview/Merced/Ingleside,0,0
0272043,Nob Hill,1,1
6349019,Excelsior,0,0
1028013A,Pacific Heights,0,0
4267002,Mission,0,0
3704079,South of Market,1,1
5084021,Bayview Hunters Point,1,1
5706029,Bernal Heights,0,0
5813039,Bernal Heights,0,0
3211020,Outer Mission,0,0
4034071,Potrero Hill,0,0
5073019,Bayview Hunters Point,1,1
7057009A,Oceanview/Merced/Ingleside,0,0
4102063,Potrero Hill,0,0
5915019,Portola,0,0
4085050,Mission,0,0
3757144,South of Market,1,1
0194014,Chinatown,1,1
6023020,Excelsior,0,0
7100017,Outer Mission,0,0
6019007E,Excelsior,0,0
0692030,Nob Hill,0,0
5909029,Excelsior,0,0
5963042,Excelsior,0,0
5067A001A,Visitacion Valley,0,0
4757011,Bayview Hunters Point,0,0
7029A009,Outer Mission,0,0
5342021,Bayview Hunters Point,0,0
0254028,Nob Hill,0,0
5721009,Bernal Heights,0,0
5335A029,Bayview Hunters Point,0,0
5661051,Bernal Heights,0,0
0322A001,Tenderloin,1,1
3208A001G,Outer Mission,0,0
6072006E,Excelsior,0,0
2630066,Inner Sunset,0,0
5937025,Excelsior,0,0
0755009,Western Addition,0,0
6486004,Excelsior,0,0
0284026,Nob Hill,1,1
4083008,Mission,0,0
6190083,Visitacion Valley,0,0
6282009,Excelsior,0,0
3611105,Mission,1,1
5835005,Bernal Heights,0,0
4146051,Mission,0,0
0677127,Pacific Heights,0,0
6194011,Visitacion Valley,0,0
6079019,Excelsior,0,0
5334035,Bayview Hunters Point,0,0
6724008,Outer Mission,0,0
5860027,Portola,0,0
6252004,Visitacion Valley,0,0
4100032,Potrero Hill,0,0
5900A021,Portola,0,0
6423046,Excelsior,0,0
3777037,South of Market,0,0
3741047,Financial District/South Beach,0,0
7043005F,Outer Mission,0,0
3754097,South of Market,0,0
3575139,Mission,0,0
4208045,Mission,0,0
4272019,Mission,0,0
4172075,Potrero Hill,1,1
5320018,Bayview Hunters Point,0,0
6692067,Bernal Heights,0,0
6419031,Excelsior,0,0
3502149,Mission,0,0
3738018,Financial District/South Beach,0,0
6784019,Outer Mission,0,0
6481001,Excelsior,0,0
6301017,Visitacion Valley,0,0
3569113,Mission,0,0
4096114,Potrero Hill,0,0
7001031,Oceanview/Merced/Ingleside,0,0
7308003,Lakeshore,1,1
7059008,Oceanview/Merced/Ingleside,0,0
3648009,Mission,1,1
5863002,Portola,0,0
6089032A,Excelsior,0,0
5613006,Bernal Heights,0,0
5646004,Bernal Heights,0,0
4151016,Mission,0,0
5258064,Bayview Hunters Point,0,0
0118028,Chinatown,0,0
3783011,South of Market,0,0
5647029,Bernal Heights,0,0
0838037,Hayes Valley,1,1
6274018,Excelsior,0,0
3789444,Financial District/South Beach,1,1
5354027,Bayview Hunters Point,0,0
0311005,Financial District/South Beach,0,0
3504061,Mission,0,0
4081055,Mission,0,0
0288011,Financial District/South Beach,1,1
4791003,Bayview Hunters Point,0,0
4972011,Bayview Hunters Point,0,0
0052117,North Beach,0,0
6082037,Excelsior,0,0
5517021E,Bernal Heights,0,0
3995030,Potrero Hill,0,0
4991743,Bayview Hunters Point,0,0
7034009,Oceanview/Merced/Ingleside,0,0
3594131,Mission,0,0
5946035,Excelsior,0,0
6404008,Excelsior,0,0
3616086,Mission,0,0
3513083,Mission,1,1
6720017,Bernal Heights,0,0
5357046,Bayview Hunters Point,0,0
4264041,Mission,0,0
3643006,Mission,0,0
6353003,Excelsior,0,0
7124012B,Oceanview/Merced/Ingleside,0,0
5354A007,Bayview Hunters Point,0,0
3641024,Mission,0,0
4059013,Potrero Hill,1,1
0749006A,Western Addition,0,0
3211003C,Outer Mission,0,0
7044C013,Outer Mission,0,0
5896061,Excelsior,0,0
6123012,Portola,0,0
7137016,Oceanview/Merced/Ingleside,0,0
5501019,Bernal Heights,0,0
0808064,Hayes Valley,0,0
5503038,Bernal Heights,0,0
6953024,Outer Mission,0,0
5726026,Bernal Heights,0,0
3617040,Mission,1,1
5667013,Bernal Heights,0,0
3717022,Financial District/South Beach,0,0
5982005E,Portola,0,0
4073032,Potrero Hill,0,0
6348002D,Excelsior,0,0
5646001,Bernal Heights,0,0
5619038,Bernal Heights,0,0
0252001,Nob Hill,0,0
3202030,Outer Mission,0,0
6991032,Oceanview/Merced/Ingleside,0,0
5931028,Portola,0,0
5928024,Portola,0,0
7009019A,Oceanview/Merced/Ingleside,0,0
6636017,Noe Valley,0,0
5861041,Portola,0,0
6468008,Excelsior,0,0
4991475,Bayview Hunters Point,0,0
0191005,Chinatown,0,0
4097060,Potrero Hill,0,0
6076022,Excelsior,0,0
5395032,Bayview Hunters Point,0,0
6116047,Portola,0,0
7120002,Oceanview/Merced/Ingleside,0,0
0816070,Hayes Valley,0,0
0156008,Nob Hill,0,0
5447023,Bayview Hunters Point,0,0
6012017,Excelsior,0,0
0090038,Chinatown,0,0
6276045,Excelsior,0,0
5966008A,Excelsior,0,0
4095002,Potrero Hill,0,0
6568017A,Mission,0,0
0735118,Western Addition,0,0
3730416,South of Market,1,1
0337021,Tenderloin,1,1
5618030,Bernal Heights,0,0
3598060,Mission,1,1
5635001A,Bernal Heights,0,0
3733098,South of Market,0,0
5853009,Portola,0,0
4217046,Potrero Hill,0,0
5381011,Bayview Hunters Point,0,0
5360001,Bayview Hunters Point,0,0
3596045,Mission,0,0
0716008,Tenderloin,1,1
4282AEASP,Potrero Hill,0,0
5392013,Bayview Hunters Point,0,0
6178014,Visitacion Valley,0,0
5428D003,Bayview Hunters Point,0,0
5970028,Portola,0,0
5992016,Portola,0,0
7029019,Outer Mission,0,0
0740003,Tenderloin,1,1
3618099,Mission,1,1
3554040,Mission,0,0
4789007,Bayview Hunters Point,0,0
5327047,Bayview Hunters Point,0,0
5629030,Bernal Heights,0,0
3731160,South of Market,0,0
6024045,Excelsior,0,0
3730137,South of Market,1,1
6463051A,Excelsior,0,0
0732032,Western Addition,0,0
3735A001,Financial District/South Beach,1,1
5395006,Bayview Hunters Point,0,0
6411014,Excelsior,0,0
6251012A,Visitacion Valley,0,0
5291008,Bayview Hunters Point,0,0
5814013,Bernal Heights,0,0
5320016,Bayview Hunters Point,0,0
5698009,Bernal Heights,0,0
3753056,South of Market,0,0
0818055,Hayes Valley,1,1
1709014A,Sunset/Parkside,0,0
6085009,Excelsior,0,0
5959012,Excelsior,0,0
7169040,Outer Mission,0,0
7075052,Oceanview/Merced/Ingleside,0,0
3787018,South of Market,1,1
7088038,Oceanview/Merced/Ingleside,0,0
5618009,Bernal Heights,0,0
0180029,Chinatown,0,0
4146014,Mission,0,0
4162030,Potrero Hill,0,0
2620120,Castro/Upper Market,0,0
0731018,Western Addition,0,0
6247045,Visitacion Valley,0,0
3593051,Mission,0,0
0330027,Tenderloin,1,1
7052015,Oceanview/Merced/Ingleside,0,0
7166037,Outer Mission,0,0
3728198,South of Market,1,1
0188010,Nob Hill,0,0
5735016,Bernal Heights,0,0
3548193,Mission,1,1
3778046B,South of Market,0,0
7019016,Oceanview/Merced/Ingleside,0,0
0221165,Nob Hill,0,0
0182036,Nob Hill,0,0
4808008B,Bayview Hunters Point,0,0
6532067,Mission,0,0
6006009,Excelsior,0,0
0131018,North Beach,0,0
3209013,Outer Mission,0,0
5335A033,Bayview Hunters Point,0,0
4710080,Bayview Hunters Point,0,0
6797041,Outer Mission,0,0
6661016,Bernal Heights,0,0
3775181,Financial District/South Beach,1,1
4035001,Potrero Hill,0,0
3569093,Mission,0,0
3784125,South of Market,0,0
0603003A,Pacific Heights,0,0
5996002C,Portola,0,0
7105007A,Oceanview/Merced/Ingleside,0,0
3733079,South of Market,0,0
3775021,Financial District/South Beach,0,0
3732044,South of Market,0,0
3987087,Potrero Hill,0,0
6569052,Mission,0,0
3785030,Mission Bay,0,0
4106007,Potrero Hill,1,1
3775222,Financial District/South Beach,1,1
6526021,Mission,0,0
4171017,Potrero Hill,1,1
4207029,Mission,0,0
5697006,Bernal Heights,0,0
5426053,Bayview Hunters Point,0,0
5650029,Bernal Heights,0,0
5501057,Bernal Heights,0,0
0179016,Chinatown,0,0
4081009A,Mission,0,0
4161007,Potrero Hill,0,0
6319010,Visitacion Valley,0,0
4024008,Mission,0,0
3731156,South of Market,1,1
5515004,Bernal Heights,0,0
6349007,Excelsior,0,0
6340023,Excelsior,0,0
5336036,Bayview Hunters Point,0,0
0837026,Hayes Valley,1,1
4103055,Potrero Hill,0,0
5402066,Bayview Hunters Point,0,0
4108003C,Potrero Hill,1,1
7330009,Lakeshore,1,1
6091024,Excelsior,0,0
6420009,Excelsior,0,0
3779026,South of Market,0,0
0208028,Chinatown,0,0
4218034,Potrero Hill,0,0
6202033,Visitacion Valley,0,0
3736124,Financial District/South Beach,0,0
3610066,Mission,0,0
4172003,Potrero Hill,1,1
5947058,Excelsior,0,0
5072011,Bayview Hunters Point,1,1
5617015,Bernal Heights,0,0
4644002,Bayview Hunters Point,0,0
3984001A,Potrero Hill,0,0
5860017,Portola,0,0
0652081,Pacific Heights,1,1
3726057,South of Market,0,0
3778001C,South of Market,0,0
6283005,Excelsior,0,0
4276046,Mission,0,0
5343015,Bayview Hunters Point,0,0
0180049A,Chinatown,0,0
3642069,Mission,0,0
6025001,McLaren Park,0,0
3596146,Mission,1,1
6530060,Mission,0,0
3619146,Noe Valley,0,0
3994045,Potrero Hill,0,0
5402072,Bayview Hunters Point,0,0
5638021,Bernal Heights,0,0
5967004E,Excelsior,0,0
3730129,South of Market,1,1
0144083,North Beach,0,0
5530003,Bernal Heights,0,0
3570050,Mission,0,0
6491016,Excelsior,0,0
3753152,South of Market,0,0
0756019,Western Addition,0,0
3727205,South of Market,1,1
5977029,Portola,0,0
0282023,Nob Hill,1,1
0341015,Tenderloin,1,1
3154068,Outer Mission,0,0
3755176,South of Market,0,0
5838024,Bernal Heights,0,0
0676027,Pacific Heights,0,0
6362027,Visitacion Valley,0,0
7159015,Outer Mission,0,0
6050009,Portola,0,0
5932028,Portola,0,0
3532143,Mission,1,1
7057047,Oceanview/Merced/Ingleside,0,0
7019053,Oceanview/Merced/Ingleside,0,0
3555031L,Mission,0,0
5259032,Bayview Hunters Point,0,0
6118005B,Portola,0,0
6534068,Mission,0,0
6170029,Portola,0,0
0793080,Hayes Valley,0,0
5312042,Bayview Hunters Point,0,0
3732562,South of Market,0,0
6951024,Outer Mission,0,0
6479017,Excelsior,0,0
6233010,Visitacion Valley,0,0
5877033,Portola,0,0
3151025,Outer Mission,0,0
7067004,Oceanview/Merced/Ingleside,0,0
0334003,Tenderloin,1,1
5622014,Bernal Heights,0,0
0288010,Financial District/South Beach,0,0
3578042,Mission,0,0
6406019,Excelsior,0,0
3612082,Mission,0,0
5619030,Bernal Heights,0,0
5915012,Portola,0,0
5574003,Bernal Heights,0,0
6081040,Excelsior,0,0
5338012,Bayview Hunters Point,0,0
3703070,South of Market,1,1
4991A005,Bayview Hunters Point,0,0
4967045,Bayview Hunters Point,0,0
6128007B,Portola,0,0
6117014,Portola,0,0
3618021,Mission,0,0
5504001A,Bernal Heights,0,0
6327005,Visitacion Valley,0,0
5701015,Bernal Heights,0,0
6795D037,Outer Mission,0,0
4045148,Potrero Hill,1,1
6514005,Mission,0,0
0116029,North Beach,0,0
3548111,Mission,0,0
5464018,Bayview Hunters Point,0,0
6394014,Excelsior,0,0
4037044,Potrero Hill,0,0
0126045,Nob Hill,0,0
3578139,Mission,0,0
4334016,Mission,0,0
3753219,South of Market,0,0
6160016,Portola,0,0
3729091,South of Market,1,1
5395046,Bayview Hunters Point,0,0
0162021,North Beach,0,0
3786083,South of Market,0,0
0181007,Nob Hill,0,0
6394004,Excelsior,0,0
5079010,Bayview Hunters Point,1,1
5428D060,Bayview Hunters Point,0,0
4160031A,Potrero Hill,0,0
0298032,Nob Hill,1,1
4094063,Potrero Hill,0,0
6341025E,Excelsior,0,0
3636050,Mission,0,0
3576062,Mission,0,0
5338009,Bayview Hunters Point,0,0
3608079,Mission,1,1
0297015,Nob Hill,1,1
5404041,Bayview Hunters Point,0,0
5398031,Bayview Hunters Point,0,0
0279057,Nob Hill,1,1
7089014,Oceanview/Merced/Ingleside,0,0
6003019,Excelsior,0,0
4060006,Potrero Hill,1,1
0188043,Nob Hill,0,0
0335002,Tenderloin,1,1
3575102,Mission,0,0
4810002C,Bayview Hunters Point,0,0
6489065,Excelsior,0,0
0054060,North Beach,0,0
3757046,South of Market,1,1
0101039,Chinatown,0,0
4720080,Bayview Hunters Point,0,0
6154013,Portola,0,0
5713027,Bernal Heights,0,0
6525033,Mission,1,1
5054A114,Bayview Hunters Point,1,1
4209004,Mission,0,0
3570020,Mission,1,1
7057045,Oceanview/Merced/Ingleside,0,0
5616045,Bernal Heights,0,0
3642040,Mission,0,0
0744018,Western Addition,0,0
7083021,Oceanview/Merced/Ingleside,0,0
6090003,Excelsior,0,0
0775046,Western Addition,1,1
4149007,Mission,1,1
6204003C,Visitacion Valley,0,0
6748036,Outer Mission,0,0
6402020,Excelsior,0,0
5382049,Bayview Hunters Point,0,0
3578007,Mission,0,0
6780020E,Outer Mission,0,0
5400019,Bayview Hunters Point,0,0
7028A002,Outer Mission,0,0
5428D007,Bayview Hunters Point,0,0
6410002,Excelsior,0,0
3834004,Mission Bay,0,0
5540012,Bernal Heights,0,0
5080011,Bayview Hunters Point,1,1
7031002D,Outer Mission,0,0
4034006,Potrero Hill,0,0
0223020,Nob Hill,0,0
7072004,Oceanview/Merced/Ingleside,0,0
6209031,Visitacion Valley,0,0
3144C025,Outer Mission,0,0
3577068,Mission,0,0
6603056,Noe Valley,0,0
5531015,Bernal Heights,0,0
5255011A,Bayview Hunters Point,0,0
0330023,Tenderloin,1,1
6795C002D,Outer Mission,0,0
5520023,Bernal Heights,0,0
0675037,Pacific Heights,0,0
0664020,Pacific Heights,1,1
6596022,Bernal Heights,0,0
6052013,Portola,0,0
0241027,Chinatown,0,0
6958028,Outer Mission,0,0
5887029,Excelsior,0,0
3595018,Mission,0,0
6359011,Visitacion Valley,0,0
7155016,Outer Mission,0,0
0717020,Tenderloin,1,1
6419009,Excelsior,0,0
5526031,Bernal Heights,1,1
7052046,Oceanview/Merced/Ingleside,0,0
4074009,Potrero Hill,0,0
5501065A,Bernal Heights,0,0
4224178,Potrero Hill,0,0
5688019,Bernal Heights,0,0
7150021,Oceanview/Merced/Ingleside,0,0
7028A007,Outer Mission,0,0
6958047,Outer Mission,0,0
3787049,South of Market,0,0
5337007,Bayview Hunters Point,0,0
7072011,Oceanview/Merced/Ingleside,0,0
5673060,Bernal Heights,0,0
7097043,Outer Mission,0,0
5400022,Bayview Hunters Point,0,0
0177002,Chinatown,1,1
3577022,Mission,1,1
7015008,Oceanview/Merced/Ingleside,0,0
5384C008A,Bayview Hunters Point,0,0
4224051,Potrero Hill,0,0
5742019,Bernal Heights,0,0
3212028,Outer Mission,0,0
3726202,South of Market,0,0
3639093,Mission,0,0
5705003,Bernal Heights,0,0
5956029,Excelsior,0,0
5659017A,Bernal Heights,0,0
6019018,Excelsior,0,0
6282002,Excelsior,0,0
5925004,Portola,0,0
6306028,Visitacion Valley,0,0
7169009,Outer Mission,0,0
6482025,Excelsior,0,0
3726155,South of Market,0,0
3532065,Mission,1,1
5549088,Bernal Heights,0,0
0649029,Pacific Heights,0,0
0115024,North Beach,1,1
6203038,Visitacion Valley,0,0
4039032,Potrero Hill,0,0
7381060,Lakeshore,0,0
3207028,Outer Mission,0,0
5690031,Bernal Heights,0,0
0254024,Nob Hill,0,0
3705042,South of Market,1,1
6091030,Excelsior,0,0
0661043,Pacific Heights,1,1
4711151,Bayview Hunters Point,0,0
3633013,Mission,0,0
6423094,Excelsior,0,0
3755183,South of Market,0,0
7064A011,Outer Mission,0,0
5817012,Bernal Heights,0,0
3147011,Outer Mission,0,0
3778068,South of Market,0,0
3753207,South of Market,0,0
0104045,North Beach,1,1
5814026,Bernal Heights,0,0
7331225,Lakeshore,1,1
5527038,Bernal Heights,0,0
0711031,Western Addition,0,0
3644009,Mission,0,0
5745023,Bernal Heights,0,0
7129011,Oceanview/Merced/Ingleside,0,0
5804025,Bernal Heights,0,0
5612042,Bernal Heights,0,0
7154006,Outer Mission,0,0
3587030,Mission,1,1
0300233,Nob Hill,1,1
6277010,Excelsior,0,0
6511039,Mission,0,0
0242003,Chinatown,1,1
4172016,Potrero Hill,1,1
3726163,South of Market,0,0
7331177,Lakeshore,1,1
5860015,Portola,0,0
0743201,Western Addition,0,0
7054062,Oceanview/Merced/Ingleside,0,0
5411020,Bayview Hunters Point,0,0
3521010,Mission,0,0
3755085,South of Market,0,0
5554011,Bernal Heights,0,0
0321032,Tenderloin,1,1
5727026,Bernal Heights,0,0
0659008,Pacific Heights,0,0
3755005,South of Market,0,0
7037009,Oceanview/Merced/Ingleside,0,0
3612049,Mission,0,0
0709027,Western Addition,0,0
5656030,Bernal Heights,0,0
7049028,Oceanview/Merced/Ingleside,0,0
3576027,Mission,0,0
4208033,Mission,0,0
5898022,Excelsior,0,0
5935027,Excelsior,0,0
6968024,Outer Mission,0,0
6971B032,Outer Mission,0,0
0242005,Chinatown,0,0
5523024,Bernal Heights,1,1
4059009,Potrero Hill,1,1
3589071,Mission,0,0
6094003,Excelsior,0,0
5957020,Excelsior,0,0
5470002,Bayview Hunters Point,0,0
6073002C,Excelsior,0,0
7017040,Oceanview/Merced/Ingleside,0,0
0143036,North Beach,1,1
7007018,Oceanview/Merced/Ingleside,0,0
6279048,Excelsior,0,0
3519105,South of Market,1,1
7097043F,Outer Mission,0,0
3617122,Mission,0,0
5887045,Excelsior,0,0
7076027,Oceanview/Merced/Ingleside,0,0
3752591,South of Market,0,0
5353B005D,Bayview Hunters Point,0,0
3750073,Financial District/South Beach,0,0
5687013,Bernal Heights,0,0
3576083,Mission,0,0
3578090,Mission,0,0
5728014,Bernal Heights,0,0
0140007,Financial District/South Beach,1,1
6441006,Excelsior,0,0
3961001A,Mission,0,0
5927029,Portola,0,0
6323016,Visitacion Valley,0,0
5279016,Bayview Hunters Point,0,0
6957004,Outer Mission,0,0
4108041,Potrero Hill,1,1
5514044,Bernal Heights,0,0
5618028,Bernal Heights,0,0
7083001,Oceanview/Merced/Ingleside,0,0
3984035,Potrero Hill,0,0
5426026,Bayview Hunters Point,0,0
6462019,Excelsior,0,0
5862019,Portola,0,0
3732087,South of Market,0,0
7029005F,Outer Mission,0,0
1155070,Western Addition,0,0
7137009,Oceanview/Merced/Ingleside,0,0
6409001,Excelsior,0,0
0351052,Tenderloin,1,1
5946021,Excelsior,0,0
0737014,Western Addition,0,0
6990005,Oceanview/Merced/Ingleside,0,0
7010036,Oceanview/Merced/Ingleside,0,0
6326015,Visitacion Valley,0,0
0662014,Pacific Heights,1,1
5067A002B,Visitacion Valley,0,0
0652073,Pacific Heights,0,0
6472021B,Excelsior,0,0
3617039,Mission,1,1
0156014,Nob Hill,0,0
3727185,South of Market,0,0
5704014,Bernal Heights,0,0
3569085,Mission,1,1
0210015,Chinatown,1,1
5688024,Bernal Heights,0,0
6597049,Bernal Heights,0,0
4151001A,Mission,1,1
5624021,Bernal Heights,0,0
0101051,Chinatown,1,1
4039017,Potrero Hill,0,0
6443002,Excelsior,0,0
6331027,Visitacion Valley,0,0
6042046,Portola,0,0
0355005,Tenderloin,1,1
6112008,Portola,0,0
3590037,Mission,0,0
3614054,Mission,1,1
5311016A,Bayview Hunters Point,0,0
4150004,Mission,1,1
6332014,Visitacion Valley,0,0
5934012,Portola,0,0
3776128,South of Market,0,0
0678126,Pacific Heights,0,0
0189001A,Nob Hill,0,0
9900274H,Financial District/South Beach,1,1
6200050,Visitacion Valley,0,0
5709012,Bernal Heights,0,0
5290007,Bayview Hunters Point,0,0
5718018,Bernal Heights,0,0
5891028,Excelsior,0,0
7075033,Oceanview/Merced/Ingleside,0,0
5525043,Bernal Heights,1,1
5054A069,Bayview Hunters Point,1,1
3749100,Financial District/South Beach,0,0
3726118,South of Market,0,0
5853010,Portola,0,0
3596089,Mission,0,0
3618087,Mission,1,1
5633030,Bernal Heights,0,0
7044B003,Outer Mission,0,0
6660045A,Bernal Heights,0,0
5963015,Excelsior,0,0
6115015,Portola,0,0
5338025,Bayview Hunters Point,0,0
4274004,Mission,1,1
3211010,Outer Mission,0,0
6122013B,Portola,0,0
0041088,North Beach,0,0
3611061,Mission,0,0
6273017C,Excelsior,0,0
3609119,Mission,0,0
4152034,Mission,0,0
6462013,Excelsior,0,0
5068002A,Visitacion Valley,0,0
7113049,Oceanview/Merced/Ingleside,0,0
6467005,Excelsior,0,0
7079013,Oceanview/Merced/Ingleside,0,0
0224A001,Chinatown,0,0
0339006,Tenderloin,1,1
3616067,Mission,1,1
4073021,Potrero Hill,0,0
5879015,Portola,0,0
6174037,Visitacion Valley,0,0
3532101,Mission,0,0
3590101,Mission,0,0
7067024,Oceanview/Merced/Ingleside,0,0
3730142,South of Market,1,1
6075002A,Excelsior,0,0
3610034,Mission,0,0
4653017,Bayview Hunters Point,0,0
6278047,Excelsior,0,0
0131008,North Beach,1,1
6472014,Excelsior,0,0
3617060A,Mission,1,1
6355002A,Excelsior,0,0
6801011,Outer Mission,0,0
7114054,Oceanview/Merced/Ingleside,0,0
3510018,South of Market,1,1
3207017,Outer Mission,0,0
6965A050,Outer Mission,0,0
5658003,Bernal Heights,0,0
5531003,Bernal Heights,0,0
5968023,Excelsior,0,0
6599039,Noe Valley,0,0
5964013,Excelsior,0,0
0720036,Western Addition,0,0
7083025,Oceanview/Merced/Ingleside,0,0
7108012,Oceanview/Merced/Ingleside,0,0
5273008,Bayview Hunters Point,0,0
4214030,Mission,0,0
7052049,Oceanview/Merced/Ingleside,0,0
5534051,Bernal Heights,0,0
0224005,Chinatown,1,1
3965053,Mission,0,0
0776026,Western Addition,1,1
4103032,Potrero Hill,0,0
6168012,Visitacion Valley,0,0
6594062,Noe Valley,0,0
0151077,Nob Hill,0,0
5537016,Bernal Heights,0,0
6403020,Excelsior,0,0
5397034,Bayview Hunters Point,0,0
5615017,Bernal Heights,0,0
7051031,Oceanview/Merced/Ingleside,0,0
6283002,Excelsior,0,0
3793005,Mission Bay,0,0
7056031,Oceanview/Merced/Ingleside,0,0
5279052,Bayview Hunters Point,0,0
7084044,Oceanview/Merced/Ingleside,0,0
5384D006,Bayview Hunters Point,0,0
7028A028,Outer Mission,0,0
6511038,Mission,0,0
6072009,Excelsior,0,0
6374021,Visitacion Valley,0,0
6435022,Excelsior,0,0
3631012,Mission,1,1
6446006,Excelsior,0,0
5660032,Bernal Heights,0,0
6486002,Excelsior,0,0
5426005,Bayview Hunters Point,0,0
3752162,South of Market,0,0
6014025,Excelsior,0,0
6476013,Excelsior,0,0
3715007,Financial District/South Beach,0,0
6419024,Excelsior,0,0
