mapblklot,analysis_neighborhood,Height_Ft
7120008,Oceanview/Merced/Ingleside,40
5966033,Excelsior,40
6166006,Visitacion Valley,40
6086004,Excelsior,40
7035020,Oceanview/Merced/Ingleside,40
7106046,Oceanview/Merced/Ingleside,40
5328056,Bayview Hunters Point,40
6237020,Visitacion Valley,40
6433014,Excelsior,40
5524007,Bernal Heights,40
5526002,Bernal Heights,40
5341011B,Bayview Hunters Point,40
6124009B,Portola,40
0147003,Chinatown,40
4008012,Potrero Hill,40
5611064,Bernal Heights,40
6569027,Mission,45
6394012,Excelsior,40
5305041,Bayview Hunters Point,40
6995021,Oceanview/Merced/Ingleside,40
4758021,Bayview Hunters Point,40
6753032,Outer Mission,40
5950008C,Excelsior,40
6798037,Outer Mission,40
3577064,Mission,55
5708019,Bernal Heights,40
7132004,Oceanview/Merced/Ingleside,40
0164005,North Beach,65
6322008C,Visitacion Valley,40
4759036,Bayview Hunters Point,40
3203018,Outer Mission,40
7087041,Oceanview/Merced/Ingleside,40
5305032,Bayview Hunters Point,40
3149032B,Outer Mission,40
6297004,Visitacion Valley,40
5663017,Bernal Heights,40
6722029,Outer Mission,40
6279015,Excelsior,40
7107023A,Oceanview/Merced/Ingleside,40
3206031,Outer Mission,65
3576055,Mission,55
5862A014,Portola,40
3752032,South of Market,45
6091003A,Excelsior,40
6177002,Visitacion Valley,40
6477004,Excelsior,40
7076042,Oceanview/Merced/Ingleside,40
3731168,South of Market,45
7019017,Oceanview/Merced/Ingleside,40
6951010F,Outer Mission,40
0488A041,Marina,40
7065020,Outer Mission,40
6159012,Portola,40
5319043,Bayview Hunters Point,40
6258001A,Visitacion Valley,40
6004051,Excelsior,40
5968006,Excelsior,40
5956002,Excelsior,40
5810022,Bernal Heights,40
7009009,Oceanview/Merced/Ingleside,40
6786041,Outer Mission,40
4274029,Mission,40
6176003B,Visitacion Valley,40
3574041,Mission,50
0150016,Nob Hill,40
3576030,Mission,45
7090012,Oceanview/Merced/Ingleside,40
6236035,Visitacion Valley,40
5428C022,Bayview Hunters Point,65
5339008,Bayview Hunters Point,40
6971B012,Outer Mission,40
0299014,Nob Hill,80
6348001F,Excelsior,40
6517024,Mission,80
5964015,Excelsior,40
0237014,Financial District/South Beach,300
0326018,Tenderloin,130
3747014,Financial District/South Beach,250
5971030,Portola,40
3642030,Mission,80
6596013J,Bernal Heights,40
4013006,Mission,40
4730017,Bayview Hunters Point,40
5948002,Excelsior,40
3644012,Mission,40
6489007D,Excelsior,40
0107007,Financial District/South Beach,84
4791026,Bayview Hunters Point,40
4160023,Potrero Hill,40
5841003,Bernal Heights,40
4965039,Bayview Hunters Point,40
7099009,Outer Mission,40
7116001B,Oceanview/Merced/Ingleside,40
5297040,Bayview Hunters Point,40
6072010B,Excelsior,40
0344002,Tenderloin,120
0310019,Financial District/South Beach,130
3514031,Mission,85
6485013,Excelsior,40
0210038,Chinatown,50
4938014,Bayview Hunters Point,40
7019018A,Oceanview/Merced/Ingleside,40
6402009,Excelsior,40
5881004,Portola,40
0732003,Western Addition,130
5895020A,Excelsior,40
6209051,Visitacion Valley,40
5721075,Bernal Heights,40
6482009,Excelsior,40
6396055,Excelsior,40
7077010,Oceanview/Merced/Ingleside,40
4720075,Bayview Hunters Point,40
7067029,Oceanview/Merced/Ingleside,40
6692065,Bernal Heights,40
0273001D,Nob Hill,65
6192017,Visitacion Valley,40
7162008,Outer Mission,40
0115034,North Beach,40
4027037,Potrero Hill,40
5335A065,Bayview Hunters Point,40
6197001A,Visitacion Valley,40
3753148,South of Market,85
5668019,Bernal Heights,40
4943042,Bayview Hunters Point,40
5842023,Bernal Heights,40
6190009,Visitacion Valley,40
6467006A,Excelsior,40
1642036,Inner Richmond,40
5513007,Bernal Heights,40
3753085,South of Market,45
3641010A,Mission,40
7043009,Outer Mission,40
3553037,Mission,40
7170027,Outer Mission,40
3732125,South of Market,85
3746002,Financial District/South Beach,200
5833002,Bernal Heights,40
5687028,Bernal Heights,40
3732126,South of Market,85
5329014,Bayview Hunters Point,40
3151003,Outer Mission,40
7137059,Oceanview/Merced/Ingleside,40
6304029,Visitacion Valley,40
0039010,North Beach,40
5524040,Bernal Heights,40
6191063,Visitacion Valley,40
0252015,Nob Hill,65
5354A031,Bayview Hunters Point,40
6419025,Excelsior,40
4761029,Bayview Hunters Point,40
6467020,Excelsior,40
4270023,Mission,40
6568011,Mission,55
0758028,Western Addition,50
5673041,Bernal Heights,40
3607031,Mission,40
5727031,Bernal Heights,40
4069033,Potrero Hill,40
5626015,Bernal Heights,40
5354045,Bayview Hunters Point,40
6994035,Oceanview/Merced/Ingleside,40
4338024,Mission,40
5540029,Bernal Heights,40
5330027,Bayview Hunters Point,40
7096B006,Outer Mission,40
4100004D,Potrero Hill,40
6194024,Visitacion Valley,40
7331085,Lakeshore,40
6045002B,Portola,40
5955005A,Excelsior,40
5981012A,Portola,40
4271027,Mission,40
6023002,Excelsior,40
6252005,Visitacion Valley,40
5080023,Bayview Hunters Point,40
3567022,Mission,40
5670031,Bernal Heights,40
6005002,Excelsior,40
3751411,South of Market,85
5297034,Bayview Hunters Point,40
7097007,Outer Mission,40
5082001B,Bayview Hunters Point,40
0286022,Financial District/South Beach,130
6198036,Visitacion Valley,40
5978019,Portola,40
0151014,Nob Hill,65
4101162,Potrero Hill,40
5724007A,Bernal Heights,40
5513021,Bernal Heights,40
6281001,Excelsior,40
0156031,Nob Hill,65
5629026,Bernal Heights,40
6967009,Outer Mission,40
6306038,Visitacion Valley,40
7046A005,Outer Mission,40
6255018,Visitacion Valley,40
4099023,Potrero Hill,40
0279010,Nob Hill,130
4210026,Mission,40
7104001A,Oceanview/Merced/Ingleside,40
5992009,Portola,40
5405031,Bayview Hunters Point,40
0677040,Pacific Heights,40
5723043,Bernal Heights,40
6394020,Excelsior,40
5354A026,Bayview Hunters Point,40
6238029,Visitacion Valley,40
3618055,Mission,40
4095041,Potrero Hill,40
5471001C,Bayview Hunters Point,40
6158036,Portola,40
5611045,Bernal Heights,40
5506001,Bernal Heights,40
4281A025C,Potrero Hill,40
6277017,Excelsior,40
3725102,South of Market,45
7090021,Oceanview/Merced/Ingleside,40
5936041,Excelsior,40
7166034,Outer Mission,40
4995001,Bayview Hunters Point,40
7056002B,Oceanview/Merced/Ingleside,40
5542039,Bernal Heights,40
6723011,Outer Mission,40
7029001A,Outer Mission,40
5378046,Bayview Hunters Point,40
7148050,Oceanview/Merced/Ingleside,40
6778036,Outer Mission,40
4790017,Bayview Hunters Point,40
7044A009,Outer Mission,40
5975008,Portola,40
3721049,Financial District/South Beach,150
3728036,South of Market,45
6691038,Bernal Heights,40
6472021A,Excelsior,40
6062010,Portola,40
5865005,Portola,40
6444017,Excelsior,40
4971013,Bayview Hunters Point,40
0226006,Chinatown,50
5384A006,Bayview Hunters Point,40
5641018,Bernal Heights,40
3145042,Outer Mission,40
6527053,Mission,50
4938024A,Bayview Hunters Point,40
0118004,Chinatown,40
6240022,Visitacion Valley,40
6449018,Excelsior,40
6357002,Visitacion Valley,40
7096C002,Outer Mission,40
7125001B,Oceanview/Merced/Ingleside,40
5517089,Bernal Heights,40
5620028,Bernal Heights,40
4011012,Potrero Hill,40
1032002,Presidio Heights,40
7104024,Oceanview/Merced/Ingleside,40
3513062,Mission,85
3598142,Mission,40
6234029,Visitacion Valley,40
3607030,Mission,40
5550010,Bernal Heights,40
7015032,Oceanview/Merced/Ingleside,40
5505016,Bernal Heights,40
4991410,Bayview Hunters Point,40
5353007C,Bayview Hunters Point,40
6469001,Excelsior,40
7133019,Oceanview/Merced/Ingleside,40
5541018,Bernal Heights,40
6797043,Outer Mission,40
7052007,Oceanview/Merced/Ingleside,40
0143012A,North Beach,40
0753053,Western Addition,40
6124005,Portola,40
4003013,Potrero Hill,40
6968046,Outer Mission,40
5923005A,Portola,40
1706041,Sunset/Parkside,40
6463052B,Excelsior,40
6616043,Noe Valley,40
6209006,Visitacion Valley,40
6453026,Excelsior,40
6200066,Visitacion Valley,40
6493022,Excelsior,40
3570039,Mission,40
5383024,Bayview Hunters Point,40
3147011A,Outer Mission,40
7163021,Outer Mission,40
5698023,Bernal Heights,40
7036016A,Oceanview/Merced/Ingleside,40
5887021,Excelsior,40
3609111,Mission,40
4965053,Bayview Hunters Point,40
7156068,Outer Mission,40
5392041,Bayview Hunters Point,40
6117009,Portola,40
6273006,Excelsior,40
6346003C,Excelsior,40
7050007,Oceanview/Merced/Ingleside,40
6971A037,Outer Mission,40
6414008,Excelsior,40
6096020,Excelsior,40
5726016,Bernal Heights,40
5928030,Portola,40
4991644,Bayview Hunters Point,100
3646027,Mission,40
3645022,Mission,40
3594122,Mission,50
6961012,Outer Mission,40
6463083,Excelsior,40
6009030,Excelsior,40
5428C008,Bayview Hunters Point,65
5655020,Bernal Heights,40
4078016,Mission,40
5740029,Bernal Heights,40
7118012,Oceanview/Merced/Ingleside,40
6209038,Visitacion Valley,40
6149009,Portola,40
3614087,Mission,40
0090035,Chinatown,40
7105013,Oceanview/Merced/Ingleside,40
4139011,Mission,40
4974014,Bayview Hunters Point,40
3763080A,Financial District/South Beach,350
3209005,Outer Mission,40
3587031,Mission,40
6467018A,Excelsior,40
6490007,Excelsior,40
5408002,Bayview Hunters Point,40
6086010E,Excelsior,40
3788038,Financial District/South Beach,65
6569028,Mission,55
6951010E,Outer Mission,40
4938023,Bayview Hunters Point,40
0271015,Financial District/South Beach,65
7091002,Oceanview/Merced/Ingleside,40
3607058A,Mission,40
6448042,Excelsior,40
0115085,North Beach,40
6043020,Portola,40
4940002A,Bayview Hunters Point,40
5710044,Bernal Heights,40
6279042,Excelsior,40
6277001A,Excelsior,40
3588080,Mission,45
6320002,Visitacion Valley,40
3729139,South of Market,45
7052036,Oceanview/Merced/Ingleside,40
5965039,Excelsior,40
5354A033,Bayview Hunters Point,40
6340039,Excelsior,40
5860046,Portola,40
4069049,Potrero Hill,40
4208020,Mission,45
5814040,Bernal Heights,40
5677019,Bernal Heights,40
6954023A,Outer Mission,40
6013021,Excelsior,40
3951005,Mission Bay,48
6524042,Mission,40
6997036,Oceanview/Merced/Ingleside,40
6518014,Mission,55
5341003A,Bayview Hunters Point,40
5907001,Excelsior,40
4160072,Potrero Hill,40
7092020,Oceanview/Merced/Ingleside,40
6992005,Oceanview/Merced/Ingleside,40
6489049,Excelsior,40
3647003,Mission,40
3211013D,Outer Mission,40
5355013,Bayview Hunters Point,40
5943024,Excelsior,40
6081016,Excelsior,40
7112031,Oceanview/Merced/Ingleside,40
5644031,Bernal Heights,40
4224173,Potrero Hill,40
3984006A,Potrero Hill,40
7056023A,Oceanview/Merced/Ingleside,40
5726003,Bernal Heights,40
4259016,Potrero Hill,40
5946029,Excelsior,40
4274030,Mission,40
0321027,Tenderloin,80
6796019,Outer Mission,40
6190079,Visitacion Valley,40
5361020A,Bayview Hunters Point,40
0101014,Chinatown,40
6275006,Excelsior,40
3786321,South of Market,250
6463024,Excelsior,40
4071010,Potrero Hill,40
6258022,Visitacion Valley,40
0321014,Tenderloin,80
7043001E,Outer Mission,40
6307001X,Visitacion Valley,40
7077051,Oceanview/Merced/Ingleside,40
7007038,Oceanview/Merced/Ingleside,40
7008008,Oceanview/Merced/Ingleside,40
3784015,South of Market,55
6255001,Visitacion Valley,40
6721013,Outer Mission,40
3587076,Mission,40
5958012,Excelsior,40
6197004E,Visitacion Valley,40
6463040A,Excelsior,40
6531018,Mission,40
6318019,Visitacion Valley,40
5647006,Bernal Heights,40
4732003A,Bayview Hunters Point,40
5883001,Portola,40
4088023,Mission,40
5696004,Bernal Heights,40
6688025,Bernal Heights,40
4224150,Potrero Hill,40
1258050,Haight Ashbury,40
6514024,Mission,40
5964025,Excelsior,40
6077005,Excelsior,40
3729002,South of Market,55
4161042,Potrero Hill,40
6463078,Excelsior,40
7056033,Oceanview/Merced/Ingleside,40
5942025,Excelsior,40
5963023,Excelsior,40
3777001,South of Market,65
4713037,Bayview Hunters Point,40
6750049,Outer Mission,40
0147001,Chinatown,40
5383004,Bayview Hunters Point,40
7047048,Oceanview/Merced/Ingleside,40
0304003,Tenderloin,130
6320001C,Visitacion Valley,40
6165010,Visitacion Valley,40
0238002,Financial District/South Beach,400
7125006,Oceanview/Merced/Ingleside,40
0144014,North Beach,65
6996009,Oceanview/Merced/Ingleside,40
5980017D,Portola,40
4787020A,Bayview Hunters Point,40
6374017,Visitacion Valley,40
4711114,Bayview Hunters Point,160
3646016,Mission,40
7049043,Oceanview/Merced/Ingleside,40
5273032,Bayview Hunters Point,40
4220031,Potrero Hill,40
5746005C,Bernal Heights,40
7174011,Outer Mission,40
4275001B,Mission,40
5328043,Bayview Hunters Point,40
7113015,Oceanview/Merced/Ingleside,40
5380012,Bayview Hunters Point,40
6170021,Portola,40
5632009,Bernal Heights,40
5080025,Bayview Hunters Point,40
6149006,Portola,40
7018033,Oceanview/Merced/Ingleside,40
5861044,Portola,40
0285001,Financial District/South Beach,130
0321037,Tenderloin,80
4759009,Bayview Hunters Point,40
4152043,Mission,40
6158019,Portola,40
6688040,Bernal Heights,40
6969007E,Outer Mission,40
5699019,Bernal Heights,40
0303012,Tenderloin,80
5706007,Bernal Heights,40
6409012,Excelsior,65
6357043,Visitacion Valley,40
3211006,Outer Mission,40
7065011B,Outer Mission,40
3590097,Mission,50
5634003,Bernal Heights,40
3596005,Mission,55
4074011A,Potrero Hill,40
6113034,Portola,40
7043005D,Outer Mission,40
4792024,Bayview Hunters Point,40
3711019,Financial District/South Beach,400
4142031,Mission,40
6168007,Visitacion Valley,40
5434A018,Bayview Hunters Point,40
5890008,Excelsior,40
0298009,Nob Hill,80
6119008,Portola,40
6530006,Mission,45
4207014A,Mission,40
3513049,Mission,40
5882030,Portola,40
6206011,Visitacion Valley,40
4224007,Potrero Hill,40
4103045,Potrero Hill,40
5892021,Excelsior,40
3975001A,Mission,40
6188027,Visitacion Valley,40
6164028,McLaren Park,40
3589112,Mission,45
5935036,Excelsior,40
3609087,Mission,40
6154001,Portola,40
5870032A,Excelsior,40
6473003,Excelsior,40
5724021,Bernal Heights,40
6276018,Excelsior,40
5986018,Portola,40
7052040,Oceanview/Merced/Ingleside,40
5384A026,Bayview Hunters Point,40
3577009,Mission,55
5551005,Bernal Heights,40
5513006,Bernal Heights,40
6014040,Excelsior,40
0161039,Chinatown,65
7030075,Outer Mission,65
5335A125,Bayview Hunters Point,40
6599030,Noe Valley,40
4991629,Bayview Hunters Point,200
5082007,Bayview Hunters Point,40
5669021,Bernal Heights,40
4283B042,Potrero Hill,40
5501072,Bernal Heights,40
5940014,Excelsior,40
7122001,Oceanview/Merced/Ingleside,26
0732027,Western Addition,130
6599005,Noe Valley,40
4098001E,Potrero Hill,40
3514006,Mission,85
3642027,Mission,80
5378013,Bayview Hunters Point,40
6500009,Excelsior,40
0697039,Japantown,240
5813010,Bernal Heights,40
5971006,Portola,40
3648014,Mission,40
4264016,Mission,40
6434002,Excelsior,40
0289005,Financial District/South Beach,350
3615082,Mission,40
4224120,Potrero Hill,40
4936018,Bayview Hunters Point,40
3779040,South of Market,55
5467011,Portola,40
3730120,South of Market,40
4971014,Bayview Hunters Point,40
4262030,Mission,40
5320014,Bayview Hunters Point,40
5672016,Bernal Heights,40
7163006,Outer Mission,40
4788015,Bayview Hunters Point,40
0818031,Hayes Valley,40
3750081,Financial District/South Beach,130
4264006,Mission,40
6035011,Portola,40
4260024,Potrero Hill,40
5297030,Bayview Hunters Point,40
6990009,Oceanview/Merced/Ingleside,40
4762018,Bayview Hunters Point,40
7090017,Oceanview/Merced/Ingleside,40
3577053,Mission,45
7331089,Lakeshore,40
4153006,Mission,55
5520017,Bernal Heights,40
6297030,Visitacion Valley,40
7143023,Outer Mission,40
6417019A,Excelsior,40
6780028,Outer Mission,40
0340009,Tenderloin,120
5619037,Bernal Heights,40
5860033,Portola,40
5840035,Bernal Heights,40
6567018,Mission,40
6419016,Excelsior,40
5355029,Bayview Hunters Point,40
5701023,Bernal Heights,40
0321005,Tenderloin,80
7145052,Outer Mission,40
5649015,Bernal Heights,40
6462021A,Excelsior,40
5661028,Bernal Heights,40
5335A036,Bayview Hunters Point,40
6748042,Outer Mission,40
4938027,Bayview Hunters Point,40
6436026,Excelsior,40
5689020,Bernal Heights,40
5322043,Bayview Hunters Point,40
6395012,Excelsior,40
6131051,Portola,40
6233044,Visitacion Valley,40
4943046,Bayview Hunters Point,40
3638039,Mission,40
7004044,Oceanview/Merced/Ingleside,40
6272005,Excelsior,40
6780016,Outer Mission,40
6245014,Visitacion Valley,40
5428F005,Bayview Hunters Point,65
7040A014,Outer Mission,40
7062008,Oceanview/Merced/Ingleside,40
5744028,Bernal Heights,40
7065010B,Outer Mission,40
3762149,South of Market,160
6951010C,Outer Mission,40
6246022,Visitacion Valley,40
4965044,Bayview Hunters Point,40
0281014,Nob Hill,65
6243002,Visitacion Valley,40
0145013,North Beach,65
6079037,Excelsior,40
5986037,Portola,40
5687005,Bernal Heights,40
4024017,Mission,40
6795C015,Outer Mission,40
6724018,Outer Mission,40
4212023,Mission,55
0243055,Chinatown,65
7042B001,Outer Mission,40
6148004,Portola,40
5092019,Bayview Hunters Point,40
1663023,Outer Richmond,40
0337022,Tenderloin,80
5070005,Bayview Hunters Point,40
5918005,Portola,40
5857009,Portola,40
7044C035,Outer Mission,40
3987036,Potrero Hill,40
5956025,Excelsior,40
5518009,Bernal Heights,40
1939087,Treasure Island,35
4111007,Potrero Hill,90
3587001,Mission,40
0210033,Chinatown,50
7085032,Oceanview/Merced/Ingleside,40
5913022,Excelsior,40
5956032,Excelsior,40
3610025,Mission,55
5949017A,Excelsior,40
6279035,Excelsior,40
0662021,Pacific Heights,40
5323004,Bayview Hunters Point,40
4159045,Potrero Hill,40
3639009,Mission,40
5528002,Bernal Heights,40
4969041,Bayview Hunters Point,40
0157007,Nob Hill,40
6449026,Excelsior,40
6201001C,Visitacion Valley,40
4711COMD,Bayview Hunters Point,40
3725026,South of Market,85
7105021A,Oceanview/Merced/Ingleside,40
7106065,Oceanview/Merced/Ingleside,40
7110A019,Outer Mission,40
6034022,Portola,40
5653029,Bernal Heights,40
6246009,Visitacion Valley,40
4224026,Potrero Hill,40
5900A018,Portola,40
5940008,Excelsior,40
6116023,Portola,40
5665030,Bernal Heights,40
6174019,Visitacion Valley,40
4757029,Bayview Hunters Point,40
6968039,Outer Mission,40
4206015,Mission,45
6489071,Excelsior,40
3726017,South of Market,85
7001013,Oceanview/Merced/Ingleside,40
5907004,Excelsior,40
0663022,Pacific Heights,40
5662030,Bernal Heights,40
5839013,Bernal Heights,40
4731008,Bayview Hunters Point,40
6079010,Excelsior,40
5519026,Bernal Heights,40
6279019,Excelsior,40
6486028,Excelsior,40
5309036,Bayview Hunters Point,40
4043016,Potrero Hill,45
5515002,Bernal Heights,40
5722017,Bernal Heights,40
5655004,Bernal Heights,40
3615026,Mission,65
6004047,Excelsior,40
6444011,Excelsior,40
6014031,Excelsior,40
5961055,Excelsior,40
3640009B,Mission,40
5383001,Bayview Hunters Point,40
5938045,Excelsior,40
5893003,Excelsior,40
7104006,Oceanview/Merced/Ingleside,40
4941018,Bayview Hunters Point,40
6086011A,Excelsior,40
7067021,Oceanview/Merced/Ingleside,40
6015031,Excelsior,40
7139004A,Oceanview/Merced/Ingleside,40
6209043,Visitacion Valley,40
5517099,Bernal Heights,40
5462002,Bayview Hunters Point,40
6199021,Visitacion Valley,40
6236029A,Visitacion Valley,40
4271036,Mission,40
0237018,Financial District/South Beach,75
5384C012,Bayview Hunters Point,40
6499020,Excelsior,40
6021011,Excelsior,40
5524068,Bernal Heights,40
6023007,Excelsior,40
6203004,Visitacion Valley,40
4711047,Bayview Hunters Point,40
4969017,Bayview Hunters Point,40
5434A020,Bayview Hunters Point,40
3147006,Outer Mission,40
5335A021,Bayview Hunters Point,40
5521013,Bernal Heights,40
5295006,Bayview Hunters Point,40
6209015,Visitacion Valley,40
5517063,Bernal Heights,40
5893024A,Excelsior,40
0674002A,Pacific Heights,50
5335C002,Bayview Hunters Point,40
6479019,Excelsior,40
6451016,Excelsior,40
5813013,Bernal Heights,40
6167009,Visitacion Valley,40
7154045,Outer Mission,40
6050026A,Portola,40
