mapblklot,analysis_neighborhood,Height_Ft
5666031,Bernal Heights,40
5934003,Portola,40
6597012,Bernal Heights,40
3998009,Potrero Hill,58
3594027A,Mission,55
5337019,Bayview Hunters Point,40
6074017,Excelsior,40
4069018,Potrero Hill,40
6474017,Excelsior,40
6410003,Excelsior,40
7061029,Oceanview/Merced/Ingleside,40
5941018,Excelsior,40
6722038,Outer Mission,40
5653025,Bernal Heights,40
3591021,Mission,58
6422022,Excelsior,40
6344030,Excelsior,40
3519039,South of Market,55
6080036,Excelsior,40
7079021,Oceanview/Merced/Ingleside,40
4093064,Potrero Hill,40
3577047,Mission,45
5069031,Bayview Hunters Point,40
5948008A,Excelsior,40
4713009,Bayview Hunters Point,40
3212023D,Outer Mission,40
7159045,Outer Mission,40
5527032,Bernal Heights,40
0147005,Chinatown,65
6722012,Outer Mission,40
6338013D,Excelsior,40
3146009,Outer Mission,40
4017002,Mission,68
6282008C,Excelsior,40
0324005,Tenderloin,130
5896039,Excelsior,40
5812010,Bernal Heights,40
7030007A,Outer Mission,65
6123007,Portola,40
5465049,Bayview Hunters Point,40
7161035,Outer Mission,40
6436015,Excelsior,40
5377026,Bayview Hunters Point,40
7114046,Oceanview/Merced/Ingleside,40
6008036,Excelsior,40
6244035,Visitacion Valley,40
6489037,Excelsior,40
3154007,Outer Mission,40
4271020,Mission,40
5992018,Portola,40
7159038,Outer Mission,40
5556048,Bernal Heights,40
3747013,Financial District/South Beach,250
0239012,Financial District/South Beach,300
5948039,Excelsior,40
6283009C,Excelsior,40
7342001,Lakeshore,65
3587052,Mission,40
7043012B,Outer Mission,40
6489036,Excelsior,40
5862A007,Portola,40
0306020,Tenderloin,130
5665020,Bernal Heights,40
6328023,McLaren Park,40
6240012,Visitacion Valley,40
7142027,Outer Mission,40
5965025,Excelsior,40
7114053,Oceanview/Merced/Ingleside,40
3612019,Mission,40
6444018,Excelsior,40
5556043,Bernal Heights,40
4158036,Potrero Hill,40
5410034,Bayview Hunters Point,40
6276033,Excelsior,40
4732010A,Bayview Hunters Point,40
3722004,Financial District/South Beach,150
6273002C,Excelsior,40
0150059,Nob Hill,40
3707005,Financial District/South Beach,150
3780004D,South of Market,68
3609106,Mission,40
5411005,Bayview Hunters Point,40
5909038,Excelsior,40
6276021,Excelsior,40
5718044,Bernal Heights,40
5335C002C,Bayview Hunters Point,40
7017034,Oceanview/Merced/Ingleside,40
5626016,Bernal Heights,40
6112038,Portola,40
6476023,Excelsior,40
4591B081,Bayview Hunters Point,40
5339005,Bayview Hunters Point,40
5729017,Bernal Heights,40
5939018,Excelsior,40
3760114,South of Market,30
6356023,Visitacion Valley,40
5312051,Bayview Hunters Point,40
6482011,Excelsior,40
4206031,Mission,40
6158007,Portola,40
5341034,Bayview Hunters Point,40
5665014,Bernal Heights,40
6017036,Excelsior,40
0151039,Nob Hill,40
6489034,Excelsior,40
5925029,Portola,40
6780020A,Outer Mission,40
5615009,Bernal Heights,40
0717014,Tenderloin,130
6301033,Visitacion Valley,40
6953052,Outer Mission,40
4097018,Potrero Hill,40
6484033,Excelsior,40
5979019,Portola,40
3731040,South of Market,65
5323015,Bayview Hunters Point,55
4940008,Bayview Hunters Point,40
7096B027,Outer Mission,40
5928002B,Portola,40
0183026,Nob Hill,40
6488015,Excelsior,40
0227030,Chinatown,50
3779029,South of Market,55
4283B091,Potrero Hill,40
5907037,Excelsior,40
4974029,Bayview Hunters Point,40
6513012B,Mission,40
5406026,Bayview Hunters Point,40
0269027,Financial District/South Beach,50
6407003,Excelsior,40
5309018,Bayview Hunters Point,40
6469017,Excelsior,40
6013012,Excelsior,40
2393040,Sunset/Parkside,50
5461040,Bayview Hunters Point,40
6405019,Excelsior,40
7031012A,Outer Mission,40
5635024,Bernal Heights,40
5717004,Bernal Heights,40
6209047,Visitacion Valley,40
3639012A,Mission,40
6020032,Excelsior,40
6283010,Excelsior,40
6274027,Excelsior,40
6210024,Visitacion Valley,40
5802016,Bernal Heights,40
3730068,South of Market,40
6327036,Visitacion Valley,40
0345010,Tenderloin,80
4002016C,Potrero Hill,40
5972027,Portola,40
0685043,Japantown,50
0649001A,Pacific Heights,40
4097004,Potrero Hill,40
7120050,Oceanview/Merced/Ingleside,40
6047017,Portola,40
6193022,Visitacion Valley,40
5353A006A,Bayview Hunters Point,40
5860026,Portola,40
4035016A,Potrero Hill,40
3638021,Mission,40
6568022,Mission,40
6114003,Portola,40
6016029A,Excelsior,40
7087001C,Oceanview/Merced/Ingleside,40
0183034,Nob Hill,40
6191011,Visitacion Valley,40
0301006,Nob Hill,130
7055A005,Oceanview/Merced/Ingleside,40
7062039,Oceanview/Merced/Ingleside,40
3637043,Mission,40
5399019,Bayview Hunters Point,40
3204017,Outer Mission,40
6094010,Excelsior,40
7077017,Oceanview/Merced/Ingleside,40
4711069,Bayview Hunters Point,160
0156037,Nob Hill,65
6274013,Excelsior,40
6239026,Visitacion Valley,40
6248020,Visitacion Valley,40
0672004,Western Addition,130
3203034,Outer Mission,40
6691032,Bernal Heights,40
5680003,Bernal Heights,40
5897027,Excelsior,40
6341007A,Excelsior,40
7071022,Oceanview/Merced/Ingleside,40
6953001,Outer Mission,40
4224044,Potrero Hill,40
4272012,Mission,40
3589046,Mission,45
3763009,Financial District/South Beach,85
3541065,Castro/Upper Market,40
0334002,Tenderloin,80
6044007,Portola,40
5259017,Bayview Hunters Point,40
6322008V,Visitacion Valley,40
6500025,Excelsior,40
5383014,Bayview Hunters Point,40
6119018,Portola,40
4039024,Potrero Hill,40
7069005A,Oceanview/Merced/Ingleside,40
4591D008,Bayview Hunters Point,40
6190076,McLaren Park,40
5884033,Portola,40
6148023,Portola,40
7148052,Oceanview/Merced/Ingleside,40
6084020,Excelsior,65
0118039,Chinatown,40
5745014,Bernal Heights,40
5549093,Bernal Heights,40
6488013,Excelsior,40
7040A013,Outer Mission,40
7045B028,Outer Mission,40
7090020,Oceanview/Merced/Ingleside,40
6238003,Visitacion Valley,40
5501002,Bernal Heights,40
3646023,Mission,40
6233033,Visitacion Valley,40
7101B018,Outer Mission,40
7331058,Lakeshore,40
3736094,Financial District/South Beach,350
5687032,Bernal Heights,40
4096055,Potrero Hill,40
5644012,Bernal Heights,40
5861039,Portola,40
0151050,Nob Hill,40
6635043,Bernal Heights,40
3642005,Mission,50
5291005,Bayview Hunters Point,40
6736029,Glen Park,40
7066035,Outer Mission,40
7092044,Oceanview/Merced/Ingleside,40
4146024,Mission,40
3732097,South of Market,45
3575050,Mission,40
5647021,Bernal Heights,40
3525055,South of Market,55
3609005,Mission,55
6149007,Portola,40
7053015A,Oceanview/Merced/Ingleside,40
5950001G,Excelsior,40
4964014,Bayview Hunters Point,40
6022009,Excelsior,40
6130039,Portola,40
7099013,Outer Mission,40
6075001A,Excelsior,40
6239048,Visitacion Valley,40
5865011,Portola,40
5835022,Bernal Heights,40
7002045,Oceanview/Merced/Ingleside,40
7145083,Outer Mission,40
5922012,Portola,40
4030040,Potrero Hill,40
6338012A,Excelsior,40
7017016,Oceanview/Merced/Ingleside,40
7008019,Oceanview/Merced/Ingleside,40
6597030,Bernal Heights,40
7092041,Oceanview/Merced/Ingleside,40
0665010,Western Addition,130
5318010,Bayview Hunters Point,40
5956014,Excelsior,40
7163017,Outer Mission,40
6803008,Outer Mission,40
5707006,Bernal Heights,40
6073003D,Excelsior,40
6531004,Mission,55
6793023,Outer Mission,40
0785030,Hayes Valley,50
5386005,Bayview Hunters Point,40
4044052,Potrero Hill,68
4010004,Potrero Hill,40
6411034,Excelsior,65
7043006F,Outer Mission,40
4647A007,Bayview Hunters Point,40
0179007,Chinatown,85
5542019,Bernal Heights,40
7060009,Oceanview/Merced/Ingleside,40
5856014,Portola,40
0211015,Chinatown,65
6597016,Bernal Heights,40
6034048,Portola,40
6687007,Bernal Heights,40
7048002,Oceanview/Merced/Ingleside,40
4089038,Mission,40
3786019A,South of Market,130
6443014,Excelsior,40
4968029,Bayview Hunters Point,40
6328004,McLaren Park,40
3710017,Financial District/South Beach,700
6527021A,Mission,40
0834016,Hayes Valley,85
3633012,Mission,40
7032A055,Outer Mission,40
6303034,Visitacion Valley,40
7047042,Oceanview/Merced/Ingleside,40
6161029,Portola,40
0252009,Nob Hill,65
3577007,Mission,55
0181029,Nob Hill,65
7043005B,Outer Mission,40
4968008,Bayview Hunters Point,40
6117008,Portola,40
3952001B,Mission Bay,48
0334021,Tenderloin,80
4013004,Mission,40
3640077,Mission,40
6461030,Excelsior,40
4715010,Bayview Hunters Point,40
5353A003B,Bayview Hunters Point,40
5355021,Bayview Hunters Point,40
0183022,Nob Hill,65
0183015,Nob Hill,50
3607012A,Mission,40
5526028,Bernal Heights,40
7044A008,Outer Mission,40
5335C001A,Bayview Hunters Point,40
6080054,Excelsior,40
3611056,Mission,40
5353B004B,Bayview Hunters Point,40
3618033,Mission,40
7159032,Outer Mission,40
3519010,South of Market,55
6797040,Outer Mission,40
4974015,Bayview Hunters Point,40
0276002,Nob Hill,65
6177024,Visitacion Valley,40
3729051,South of Market,45
5913010,Excelsior,40
6326008,Visitacion Valley,40
6482023B,Excelsior,40
5410020,Bayview Hunters Point,40
5464049,Bayview Hunters Point,40
7162012,Outer Mission,40
3614045A,Mission,40
6965A014,Outer Mission,40
6786073,Outer Mission,40
5666020,Bernal Heights,40
0319014,Tenderloin,80
5616019,Bernal Heights,40
5702003,Bernal Heights,40
4334013,Mission,40
6248025,Visitacion Valley,40
6458032,Excelsior,40
7113010,Oceanview/Merced/Ingleside,40
7156075,Outer Mission,40
6009019,Excelsior,40
5434A008,Bayview Hunters Point,40
6967026,Outer Mission,40
4272005,Mission,40
5383019E,Bayview Hunters Point,40
3747320,Financial District/South Beach,400
4072027,Potrero Hill,40
5655014,Bernal Heights,40
6177023,Visitacion Valley,40
7044C004,Outer Mission,40
5687021,Bernal Heights,40
5898028,Excelsior,40
5330022,Bayview Hunters Point,40
0855016,Hayes Valley,85
6117073,Portola,40
3729022,South of Market,65
4009001B,Potrero Hill,40
6017033,Excelsior,40
3732111,South of Market,45
5362003,Bayview Hunters Point,40
5070001A,Bayview Hunters Point,40
4102002,Potrero Hill,40
7047062,Oceanview/Merced/Ingleside,40
4283B089,Potrero Hill,40
5305017,Bayview Hunters Point,40
5616023,Bernal Heights,40
6323006,Visitacion Valley,40
6047009,Portola,40
5870015,Excelsior,40
6993036,Oceanview/Merced/Ingleside,40
6233011,Visitacion Valley,40
5879001,Portola,40
6078027,Excelsior,40
0673012,Pacific Heights,50
7076048,Oceanview/Merced/Ingleside,40
5016008,Bayview Hunters Point,40
6991044,Oceanview/Merced/Ingleside,40
5882029,Portola,40
6958055,Outer Mission,40
5354A028,Bayview Hunters Point,40
6473012,Excelsior,40
7018004,Oceanview/Merced/Ingleside,40
5805013,Bernal Heights,40
5705004,Bernal Heights,40
6074023,Excelsior,40
7121010,Oceanview/Merced/Ingleside,40
3596040,Mission,45
3149020,Outer Mission,40
0159010,Chinatown,65
5612049,Bernal Heights,40
4099046,Potrero Hill,40
5517075A,Bernal Heights,40
6493001C,Excelsior,40
5647030,Bernal Heights,40
6360035,Visitacion Valley,40
3727085,South of Market,40
7126B016,Oceanview/Merced/Ingleside,40
3520028A,South of Market,55
5931001,Portola,40
7113040,Oceanview/Merced/Ingleside,40
5874001,Portola,40
0175029,Chinatown,65
0309021,Financial District/South Beach,130
6467012,Excelsior,40
4756024,Bayview Hunters Point,40
5273007,Bayview Hunters Point,40
6691003,Bernal Heights,40
5071014,Bayview Hunters Point,40
4810028,Bayview Hunters Point,40
6466006,Excelsior,40
5713013,Bernal Heights,40
5835004,Bernal Heights,40
6307001,Visitacion Valley,40
3639018,Mission,40
6720008,Bernal Heights,40
5525002,Bernal Heights,40
6016036,Excelsior,40
4158033,Potrero Hill,40
7150025,Oceanview/Merced/Ingleside,40
6466016A,Excelsior,40
6169013,Portola,40
5655024,Bernal Heights,40
4147018,Mission,40
0693003,Tenderloin,80
0317007,Tenderloin,130
0286007,Financial District/South Beach,130
5306027,Bayview Hunters Point,40
0818017,Hayes Valley,50
5928033,Portola,40
7001022,Oceanview/Merced/Ingleside,40
4260010,Potrero Hill,40
0180012,Chinatown,65
7015025,Oceanview/Merced/Ingleside,40
6483011,Excelsior,40
0329001,Financial District/South Beach,130
5336031,Bayview Hunters Point,40
5861026,Portola,40
3618008,Mission,40
6804018,Outer Mission,40
3588076,Mission,45
6084009,Excelsior,40
0211004,Chinatown,85
5689040,Bernal Heights,40
6525011,Mission,40
7075029,Oceanview/Merced/Ingleside,40
5922007,Portola,40
5397022,Bayview Hunters Point,40
7069015,Oceanview/Merced/Ingleside,40
5933030,Portola,40
0661020,Pacific Heights,40
7381100,Lakeshore,40
3752011,South of Market,85
3509002,South of Market,55
5534056,Bernal Heights,40
4991129,Bayview Hunters Point,40
0665030,Western Addition,80
3553046,Mission,40
7070028,Oceanview/Merced/Ingleside,40
5475007A,Bayview Hunters Point,40
6343005,Excelsior,40
5883039,Portola,40
0180051,Chinatown,65
6355002D,Excelsior,40
4731002A,Bayview Hunters Point,40
5808018,Bernal Heights,40
5384C014,Bayview Hunters Point,40
4274023,Mission,40
5958028,Excelsior,40
6165002,Visitacion Valley,40
6596010,Bernal Heights,40
4965013,Bayview Hunters Point,40
6307002I,Visitacion Valley,40
5648032,Bernal Heights,40
6792038,Outer Mission,40
4224016,Potrero Hill,40
5705005,Bernal Heights,40
3777175,South of Market,65
7008024,Oceanview/Merced/Ingleside,40
5384A005,Bayview Hunters Point,40
5329011,Bayview Hunters Point,40
5864004,Portola,40
7042A031,Outer Mission,40
3505026,Mission,40
0212022,Nob Hill,65
5426038,Bayview Hunters Point,40
3555031J,Mission,45
5541025,Bernal Heights,40
4210027,Mission,40
3578074,Mission,40
6158006A,Portola,40
5898011,Excelsior,40
6147004,Portola,40
3726003,South of Market,85
3732090,South of Market,45
6374018,Visitacion Valley,40
7061010,Oceanview/Merced/Ingleside,40
6661015,Bernal Heights,40
6449003,Excelsior,40
6161020,Portola,40
4099015,Potrero Hill,40
7161033,Outer Mission,40
6420033,Excelsior,40
5861002,Portola,40
0306003,Tenderloin,130
7132001,Oceanview/Merced/Ingleside,40
6449009,Excelsior,40
6341022,Excelsior,40
3148009,Outer Mission,40
3609072,Mission,40
5842047,Bernal Heights,40
5296013,Bayview Hunters Point,40
5900001,Portola,40
6660052,Bernal Heights,40
7085040,Oceanview/Merced/Ingleside,40
5726009,Bernal Heights,40
6094014B,Excelsior,40
0148011,Chinatown,40
5706009,Bernal Heights,40
5380018,Bayview Hunters Point,40
3614017,Mission,40
5308012,Bayview Hunters Point,40
4283B064,Potrero Hill,40
4264019,Mission,40
6721029,Outer Mission,40
4107013,Potrero Hill,45
6084024C,Excelsior,65
6278034,Excelsior,40
7016039,Oceanview/Merced/Ingleside,40
5335A015,Bayview Hunters Point,40
5404019,Bayview Hunters Point,40
5067010D,Visitacion Valley,40
5386029,Bayview Hunters Point,40
5639031,Bernal Heights,40
4711050,Bayview Hunters Point,40
7160013,Outer Mission,40
7116010,Oceanview/Merced/Ingleside,40
4269009,Mission,40
4283B003,Potrero Hill,40
7331CML,Lakeshore,40
0150017,Nob Hill,40
7003046,Oceanview/Merced/Ingleside,40
7066002,Outer Mission,40
5395028,Bayview Hunters Point,40
5458019,Portola,40
6301042,Visitacion Valley,40
4966011,Bayview Hunters Point,40
6062029,Portola,40
3546024,Mission,45
5543002,Bernal Heights,40
6240001,Visitacion Valley,40
7117032,Oceanview/Merced/Ingleside,40
0212039,Nob Hill,65
0835001,Tenderloin,320
5428B005,Bayview Hunters Point,65
0283017,Nob Hill,65
6356045,Visitacion Valley,40
5900028A,Portola,40
0190021,Nob Hill,65
6495032,Excelsior,40
6019013,Excelsior,40
5956047,Excelsior,40
5517046,Bernal Heights,40
4037014,Potrero Hill,40
6687009,Bernal Heights,40
4094026,Potrero Hill,40
0104065,North Beach,40
5635015,Bernal Heights,40
4810027A,Bayview Hunters Point,40
5922031,Portola,40
4087005,Mission,40
0660072,Pacific Heights,40
5524062,Bernal Heights,40
3748390,Financial District/South Beach,400
4283B060,Potrero Hill,40
6147022,Portola,40
5531019,Bernal Heights,40
6724003,Outer Mission,40
7136020,Oceanview/Merced/Ingleside,40
5637018,Bernal Heights,40
6441001,Excelsior,40
5812040,Bernal Heights,40
0149006,Nob Hill,40
5975017,Portola,40
5379030,Bayview Hunters Point,40
5936031,Excelsior,40
7136042,Oceanview/Merced/Ingleside,40
7109A001,Outer Mission,40
0836013,Hayes Valley,400
0190004,Nob Hill,65
3779009,South of Market,55
6301026,Visitacion Valley,40
6356044,Visitacion Valley,40
5899049,Portola,40
7054051,Oceanview/Merced/Ingleside,40
6724027,Outer Mission,40
5640037,Bernal Heights,40
5956015,Excelsior,40
7159014,Outer Mission,40
5975003C,Portola,40
5670028,Bernal Heights,40
0327002,Financial District/South Beach,130
4759001,Bayview Hunters Point,40
5618023,Bernal Heights,40
3640039,Mission,48
4260023,Potrero Hill,40
7381057,Lakeshore,40
6526011,Mission,40
0104009,North Beach,40
6005002D,Excelsior,40
6250005A,Visitacion Valley,40
7066001D,Outer Mission,40
6500041,Excelsior,40
3703010,South of Market,160
5704008,Bernal Heights,40
6597028,Bernal Heights,40
6054011,Portola,40
5067A002D,Visitacion Valley,40
4025004,Mission,40
5464009,Bayview Hunters Point,40
0321015,Tenderloin,80
4791013,Bayview Hunters Point,40
3722079,Financial District/South Beach,350
0678029,Pacific Heights,40
3636021,Mission,55
5936025,Excelsior,40
6341007B,Excelsior,40
6798023A,Outer Mission,40
5736019,Bernal Heights,40
3203032,Outer Mission,40
7139006,Oceanview/Merced/Ingleside,40
4218028,Potrero Hill,40
3617012,Mission,40
6445007,Excelsior,40
6177062,Visitacion Valley,40
0174008,Chinatown,65
3591018,Mission,58
5464035,Bayview Hunters Point,40
5556009,Bernal Heights,40
4013009,Mission,40
0793018,Hayes Valley,40
5475015,Bayview Hunters Point,40
7331123,Lakeshore,40
3146024,Outer Mission,40
6521044,Mission,40
6753019,Outer Mission,40
7103003C,Oceanview/Merced/Ingleside,40
4652012,Bayview Hunters Point,40
3779141,South of Market,55
5871001E,Excelsior,40
4711072,Bayview Hunters Point,160
6357048,Visitacion Valley,40
7141021,Outer Mission,40
6994033,Oceanview/Merced/Ingleside,40
6154001A,Portola,40
3587020,Mission,40
0661010,Pacific Heights,40
7042A020,Outer Mission,40
0285016,Financial District/South Beach,130
0809017,Hayes Valley,50
6250008A,Visitacion Valley,40
0180015,Chinatown,65
0653012,Pacific Heights,40
4099056C,Potrero Hill,40
6494080,Excelsior,40
7105012,Oceanview/Merced/Ingleside,40
6016011,Excelsior,40
4964028,Bayview Hunters Point,40
5377030,Bayview Hunters Point,40
0677041,Pacific Heights,40
4731014A,Bayview Hunters Point,40
5337033,Bayview Hunters Point,40
7065019,Outer Mission,40
0315015,Tenderloin,130
6797015,Outer Mission,40
3612063,Mission,40
6459033,Excelsior,40
6155008B,Portola,40
4008005A,Potrero Hill,40
7141017B,Outer Mission,40
4210017,Mission,55
3609018,Mission,55
5335A152,Bayview Hunters Point,40
6802008,Outer Mission,40
6297041,Visitacion Valley,40
6488020,Excelsior,40
6373022,Visitacion Valley,40
5727017,Bernal Heights,40
5860030,Portola,40
6087003,Excelsior,40
6484031,Excelsior,40
5335A102,Bayview Hunters Point,40
0655009,Pacific Heights,40
5290052,Bayview Hunters Point,40
6167032,Visitacion Valley,40
6156013,Portola,40
3568072,Mission,45
7094035,Oceanview/Merced/Ingleside,40
3614022,Mission,50
5956035,Excelsior,40
7008013,Oceanview/Merced/Ingleside,40
7061002,Oceanview/Merced/Ingleside,40
3721014,Financial District/South Beach,450
3145008,Outer Mission,40
5353B002C,Bayview Hunters Point,40
5688041,Bernal Heights,40
0160003,Chinatown,85
6298020,Visitacion Valley,40
7072038,Oceanview/Merced/Ingleside,40
6006019,Excelsior,40
3578027,Mission,40
3596029,Mission,45
5980017A,Portola,40
4209014,Mission,55
6192030,Visitacion Valley,40
5334039,Bayview Hunters Point,40
6478021,Excelsior,40
6660061,Bernal Heights,40
6237016,Visitacion Valley,40
6326022,Visitacion Valley,40
3732152,South of Market,85
3708039,Financial District/South Beach,500
5408016,Bayview Hunters Point,40
4991131,Bayview Hunters Point,40
4810004,Bayview Hunters Point,40
7007039,Oceanview/Merced/Ingleside,40
3729054,South of Market,45
6992041,Oceanview/Merced/Ingleside,40
0283010,Nob Hill,80
6088020,Excelsior,40
5815023,Bernal Heights,40
5335A041,Bayview Hunters Point,40
3974013,Mission,40
6344004,Excelsior,40
6799020,Outer Mission,40
6971A038,Outer Mission,40
5877008,Portola,40
3596007,Mission,55
7087001,Oceanview/Merced/Ingleside,40
7125025,Oceanview/Merced/Ingleside,40
5724004,Bernal Heights,40
5704017,Bernal Heights,40
6449029,Excelsior,40
6345048,Excelsior,40
7163037,Outer Mission,40
6528005,Mission,40
6018001A,Excelsior,40
5428D035,Bayview Hunters Point,65
5988017,Portola,40
5744002,Bernal Heights,40
3725093,South of Market,85
4078001C,Mission,55
6307002E,Visitacion Valley,40
6970024B,Outer Mission,40
6802018,Outer Mission,40
7046A015,Outer Mission,40
7169004,Outer Mission,40
6473005,Excelsior,40
5322027,Bayview Hunters Point,40
6131062,Portola,40
5672025,Bernal Heights,40
4218050,Potrero Hill,40
0289007,Financial District/South Beach,350
5886009,Excelsior,40
6340008,Excelsior,40
3153041,Outer Mission,40
5353A005E,Bayview Hunters Point,40
4146003,Mission,40
7170012,Outer Mission,40
6094009C,Excelsior,40
7087004,Oceanview/Merced/Ingleside,40
7108046,Oceanview/Merced/Ingleside,40
4720005,Bayview Hunters Point,40
4028001,Potrero Hill,40
3613037,Mission,40
5403034,Bayview Hunters Point,40
3152006,Outer Mission,40
5069019,Bayview Hunters Point,40
6190005,Visitacion Valley,40
6209008,Visitacion Valley,40
6015037,Excelsior,40
5016015,Bayview Hunters Point,40
6297042,Visitacion Valley,40
7118016,Oceanview/Merced/Ingleside,40
5706021,Bernal Heights,40
5839007,Bernal Heights,40
7096B012,Outer Mission,40
6418009,Excelsior,40
4591B049,Bayview Hunters Point,40
3144B035,Outer Mission,40
6236049,Visitacion Valley,40
7100044B,Outer Mission,40
3568015,Mission,55
4713010,Bayview Hunters Point,40
3741032,Financial District/South Beach,200
1355016,Inner Richmond,40
3554005,Mission,85
6273011,Excelsior,40
5527028,Bernal Heights,40
3570004,Mission,58
0226028,Chinatown,50
5405040,Bayview Hunters Point,40
3732080,South of Market,45
5642055,Bernal Heights,40
5673004A,Bernal Heights,40
5258071,Bayview Hunters Point,40
5305042,Bayview Hunters Point,40
6469007A,Excelsior,40
5923007B,Portola,40
7100045B,Outer Mission,40
6091026,Excelsior,40
6405028,Excelsior,40
5539027,Bernal Heights,40
7016017,Oceanview/Merced/Ingleside,40
5342008,Bayview Hunters Point,40
6348001D,Excelsior,40
5330019,Bayview Hunters Point,40
6423012,Excelsior,40
7051050,Oceanview/Merced/Ingleside,40
7064035,Outer Mission,40
0146024,Chinatown,40
5890014,Excelsior,40
7109008,Outer Mission,40
4711013,Bayview Hunters Point,160
0208013,Chinatown,65
5341007,Bayview Hunters Point,40
0785053,Hayes Valley,65
7052044,Oceanview/Merced/Ingleside,40
6511004,Mission,40
5402003,Bayview Hunters Point,40
6009045,Excelsior,40
6722007,Outer Mission,40
3556055,Mission,40
7055013B,Oceanview/Merced/Ingleside,40
5837010,Bernal Heights,40
5357014,Bayview Hunters Point,40
3589057,Mission,45
6300012,Visitacion Valley,40
3611052,Mission,40
6009013,Excelsior,40
6957014,Outer Mission,40
5091023,Bayview Hunters Point,40
3710014,Financial District/South Beach,450
6411036,Excelsior,65
5889021,Excelsior,40
3532057,Mission,40
6422011,Excelsior,40
0285005A,Financial District/South Beach,130
7117003,Oceanview/Merced/Ingleside,40
5067003A,Visitacion Valley,40
5689012,Bernal Heights,40
6528033,Mission,55
7077024,Oceanview/Merced/Ingleside,40
5726002,Bernal Heights,40
3146028,Outer Mission,40
5345015,Bayview Hunters Point,40
6357037,Visitacion Valley,40
5668032,Bernal Heights,40
3203004,Outer Mission,40
6204075,Visitacion Valley,40
7113065,Oceanview/Merced/Ingleside,40
6237022,Visitacion Valley,40
6112025,Portola,40
7029A005,Outer Mission,40
6448018,Excelsior,40
5837006,Bernal Heights,40
0052004,North Beach,40
7107041,Oceanview/Merced/Ingleside,40
3706001,Financial District/South Beach,120
3150005,Outer Mission,40
4913001A,Bayview Hunters Point,40
6202016,Visitacion Valley,40
6054023,Portola,40
5921025,Portola,40
4221A015,Potrero Hill,40
7150049,Oceanview/Merced/Ingleside,40
5395003,Bayview Hunters Point,40
5886032,Excelsior,40
3794010,Mission Bay,105
0649007A,Pacific Heights,40
5523035,Bernal Heights,40
4175024,Potrero Hill,240
6521018,Mission,40
0054047,North Beach,40
5428D059,Bayview Hunters Point,65
4591A007,Bayview Hunters Point,40
6751025,Outer Mission,40
4711COM,Bayview Hunters Point,160
4217026,Potrero Hill,40
6344012,Excelsior,40
5730020,Bernal Heights,40
4097033,Potrero Hill,40
0693023,Tenderloin,80
6452026,Excelsior,40
5463001J,Bayview Hunters Point,40
3762037,South of Market,130
0511024C,Marina,40
6617022,Noe Valley,40
6153005,Portola,40
3211003,Outer Mission,40
7018020,Oceanview/Merced/Ingleside,40
5395052,Bayview Hunters Point,40
0276025,Nob Hill,65
4991061,Bayview Hunters Point,40
6096015,Excelsior,40
6178009,Visitacion Valley,40
0767008,Western Addition,130
5258032,Bayview Hunters Point,40
6153003,Portola,40
3787008,South of Market,65
6482031,Excelsior,40
0287024,Financial District/South Beach,130
4065013,Potrero Hill,40
5406008,Bayview Hunters Point,40
4283B045,Potrero Hill,40
7072045,Oceanview/Merced/Ingleside,40
7309001,Lakeshore,45
6277003,Excelsior,40
6408019,Excelsior,40
6035010,Portola,40
6084023,Excelsior,65
6342007,Excelsior,40
6016028,Excelsior,40
5740019,Bernal Heights,40
0596107,Russian Hill,65
5721077,Bernal Heights,40
4788017,Bayview Hunters Point,40
6019001B,Excelsior,40
6298027,Visitacion Valley,40
5841030,Bernal Heights,40
7016027,Oceanview/Merced/Ingleside,40
6636015,Noe Valley,40
6159018,Portola,40
6528026,Mission,65
4829011A,Bayview Hunters Point,40
5527034,Bernal Heights,40
6469016A,Excelsior,40
6209020,Visitacion Valley,40
6786075,Outer Mission,40
4167004A,Potrero Hill,65
6024026B,Excelsior,40
6568014,Mission,40
3597034,Mission,45
3154003C,Outer Mission,40
6119003,Portola,40
5946033,Excelsior,40
0339012,Tenderloin,120
0140008,Financial District/South Beach,65
6994011,Oceanview/Merced/Ingleside,40
0653003,Pacific Heights,40
7063010,Oceanview/Merced/Ingleside,40
3617051,Mission,40
6081033,Excelsior,40
3145030,Outer Mission,40
5995002C,Portola,40
5808005,Bernal Heights,40
5309011B,Bayview Hunters Point,40
3152009,Outer Mission,40
5735013,Bernal Heights,40
6954021A,Outer Mission,40
6439006,Excelsior,40
5857014,Portola,40
4266024,Mission,40
3589045,Mission,45
6691033,Bernal Heights,40
0191026,Chinatown,65
6998014,Oceanview/Merced/Ingleside,40
7105018,Oceanview/Merced/Ingleside,40
5325024A,Bayview Hunters Point,40
5335B008,Bayview Hunters Point,40
5712040,Bernal Heights,40
4097032,Potrero Hill,40
7106018,Oceanview/Merced/Ingleside,40
5895012,Excelsior,40
5918025,Portola,40
5610A017,Bernal Heights,40
5072020,Bayview Hunters Point,40
4591B074,Bayview Hunters Point,40
5655017B,Bernal Heights,40
4970013,Bayview Hunters Point,40
7018045,Oceanview/Merced/Ingleside,40
4003020,Potrero Hill,40
5986030,Portola,40
5813001,Bernal Heights,40
6158004A,Portola,40
7045B007,Outer Mission,40
7062048,Oceanview/Merced/Ingleside,40
